player,birth_state
Edmund Lawrence,Louisiana
Eduardo Najera,Mexico
Edwin Ubiles,New York
Efthimi Rentzias,Greece
Ekpe Udoh,Oklahoma
Elden Campbell,California
Eldridge Recasner,Louisiana
Elfrid Payton,Louisiana
Elgin Baylor*,District of Columbia
Elias Harris,Germany
Elijah Millsap,Louisiana
Elliot Perry,Tennessee
Elliot Williams,Tennessee
Elmer Behnke,Illinois
Elmer Bennett,Illinois
Elmer Gainer,Illinois
Elmore Smith,Georgia
Elmore Spencer,Georgia
Elston Turner,Tennessee
Elton Brand,New York
Elvin Hayes*,Louisiana
Em Bryant,Illinois
Emanual Davis,Pennsylvania
Emeka Okafor,Texas
Emmanuel Mudiay,Democratic Republic of the Congo
Enes Kanter,Switzerland
Ennis Whatley,Alabama
Eric Anderson,Illinois
Eric Bledsoe,Alabama
Eric Dawson,Texas
Eric Fernsten,California
Eric Gordon,Indiana
Eric Johnson,New York
Eric Leckner,California
Eric Maynor,North Carolina
Eric McWilliams,Colorado
Eric Mobley,New York
Eric Money,Michigan
Eric Montross,Indiana
Eric Moreland,Texas
Eric Murdock,New Jersey
Eric Piatkowski,Ohio
Eric Riley,Ohio
Eric Snow,Ohio
Eric Washington,Mississippi
Eric White,California
Eric Williams,New Jersey
Erick Barkley,New York
Erick Dampier,Mississippi
Erick Green,California
Erick Strickland,Alabama
Erik Daniels,Ohio
Erik Murphy,France
Ernest Brown,New York
Ernie Barrett,Kansas
Ernie Beck,Pennsylvania
Ernie DiGregorio,Rhode Island
Ernie Grunfeld,Romania
Ernie Vandeweghe,Canada
Ersan Ilyasova,Turkey
Ervin Johnson,New York
Essie Hollis,Pennsylvania
Esteban Batista,Uruguay
Etan Thomas,New York
Etdrick Bohannon,California
Eugene Jeter,California
Evan Eschmeyer,Ohio
Evan Fournier,France
Evan Turner,Illinois
Everette Stephens,Illinois
Evers Burns,Maryland
Evric Gray,California
Fab Melo,Brazil
Fabricio Oberto,Argentina
Fat Lever,Arkansas
Fatty Taylor,District of Columbia
Felipe Lopez,Dominican Republic
Felton Spencer,Kentucky
Fennis Dembo,Alabama
Fernando Martin,Spain
Festus Ezeli,Nigeria
Floyd Volker,Wyoming
Flynn Robinson,Illinois
Foots Walker,New York
Forrest McKenzie,New Jersey
Fran Curran,Illinois
Francisco Elson,Netherlands
Francisco Garcia,Dominican Republic
Frank Brickowski,New York
Frank Johnson,Florida
Frank Kaminsky,Illinois
Frank Kendrick,Indiana
Frank Kornet,Kentucky
Frank Oleynick,Connecticut
Frank Ramsey*,Kentucky
Frank Schade,Wisconsin
Frank Selvy,Kentucky
Frank Williams,California
Frankie Brian,Louisiana
Frankie King,Georgia
Frankie Sanders,Ohio
Franklin Edwards,New York
Fred Brown,Wisconsin
Fred Carter,Pennsylvania
Fred Cofield,Michigan
Fred Foster,Ohio
Fred Hetzel,District of Columbia
Fred Hoiberg,Nebraska
Fred Jones,Arkansas
Fred Roberts,Utah
Fred Saunders,Ohio
Fred Schaus,Ohio
Fred Scolari,California
Fred Taylor,Texas
Fred VanVleet,Illinois
Fred Vinson,North Carolina
Freddie Boyd,California
Freddie Crawford,New York
Freddie Lewis,New York
Freeman Williams,California
Furkan Aldemir,Turkey
Gabe Pruitt,California
Gail Goodrich*,California
Gal Mekel,Israel
Gani Lawal,Georgia
Gar Heard,Georgia
Garfield Smith,Kentucky
Garret Siler,Georgia
Garrett Temple,Louisiana
Garry Witts,New Jersey
Garth Joseph,Dominica
Gary Alexander,Florida
Gary Bergen,Missouri
Gary Bradds,Ohio
Gary Brokaw,New Jersey
Gary Forbes,Panama
Gary Garland,New Jersey
Gary Grant,Ohio
Gary Gregor,West Virginia
Gary Harris,Indiana
Gary Leonard,Illinois
Gary Melchionni,New Jersey
Gary Neal,Maryland
Gary Payton,California
Gary Payton*,California
Gary Phillips,Illinois
Gary Plummer,Michigan
Gary Trent,Ohio
Gaylon Nickerson,Arkansas
Geert Hammink,Netherlands
Gene Banks,Pennsylvania
Gene Conley,Oklahoma
Gene Englund,Wisconsin
Gene Guarilia,Pennsylvania
Gene James,Ohio
Gene Ollrich,Indiana
Gene Short,Mississippi
Gene Shue,Maryland
Geno Carlisle,Michigan
Geoff Crompton,North Carolina
Geoff Huston,New York
Geoff Petrie,Pennsylvania
George Blaney,New Jersey
George Carter,New York
George Dempsey,Pennsylvania
George Gervin*,Michigan
George Hill,Indiana
George Johnson,Texas
George Kaftan,New York
George Karl,Pennsylvania
George King,West Virginia
George Lehmann,New Jersey
George Lynch,Virginia
George McCloud,Florida
George McGinnis,Indiana
George Mikan*,Illinois
George Nostrand,New York
George Ratkovicz,Illinois
George Senesky,Pennsylvania
George Thompson,New York
George Trapp,Michigan
George Wilson,Mississippi
George Yardley*,California
George Zidek,Czech Republic
Georges Niang,Massachusetts
Georgi Glouchkov,Bulgaria
Georgios Papagiannis,Greece
Gerald Fitch,Georgia
Gerald Glass,Mississippi
Gerald Green,Texas
Gerald Henderson,Virginia
Gerald Madkins,California
Gerald Paddio,Louisiana
Gerald Wallace,Alabama
Gerald Wilkins,Georgia
Gerard King,West Virginia
Gerry Calabrese,New Jersey
Gheorghe Muresan,Romania
Giannis Antetokounmpo,Greece
Gilbert Arenas,California
Glen Davis,Louisiana
Glen Gondrezick,Colorado
Glen Rice,Arkansas
Glenn Hagan,Florida
Glenn Hansen,North Dakota
Glenn McDonald,Illinois
Glenn Mosley,New Jersey
Glenn Robinson,Indiana
God Shammgod,New York
Goo Kennedy,North Carolina
Goran Dragic,Slovenia
Gordan Giricek,Croatia
Gordon Hayward,Indiana
Gorgui Dieng,Senegal
Grady O'Malley,Massachusetts
Grant Gondrezick,Colorado
Grant Hill,Texas
Grant Jerrett,California
Grant Long,Michigan
Granville Waiters,Ohio
Greg Anderson,Texas
Greg Anthony,Nevada
Greg Ballard,California
Greg Buckner,Kentucky
Greg Bunch,California
Greg Butler,California
Greg Deane,California
Greg Dreiling,Kansas
Greg Fillmore,Pennsylvania
Greg Foster,California
Greg Graham,Indiana
Greg Grant,New Jersey
Greg Griffin,Ohio
Greg Howard,Pennsylvania
Greg Jackson,New York
Greg Kelser,Florida
Greg Kite,Texas
Greg Lee,California
Greg Minor,Georgia
Greg Monroe,Louisiana
Greg Oden,New York
Greg Ostertag,Texas
Greg Smith,Kentucky
Greg Stiemsma,Wisconsin
Greg Stokes,Connecticut
Greg Sutton,California
Greivis Vasquez,Venezuela
Guillermo Diaz,Puerto Rico
Gundars Vetra,Latvia
Gus Bailey,North Carolina
Gus Gerard,Pennsylvania
Gus Johnson*,Ohio
Gus Williams,New York
Gustavo Ayon,Mexico
Guy Morgan,Virginia
Guy Rodgers*,Pennsylvania
Guy Rucker,Michigan
Guy Sparrow,Michigan
Guy Williams,New York
Ha Seung-Jin,Republic of Korea
Hakeem Olajuwon*,Nigeria
Hakim Warrick,Pennsylvania
Hal Greer*,West Virginia
Hal Lear,Pennsylvania
Hamady N'Diaye,Senegal
Hamed Haddadi,Islamic Republic of Iran
Hank Finkel,New Jersey
Hank McDowell,Tennessee
Hanno Mottola,Finland
Happy Hairston,North Carolina
Harold Ellis,Georgia
Harold Jamison,South Carolina
Harold Keeling,Louisiana
Harold Miner,California
Harold Pressley,New York
Harry Boykoff,New York
Harry Davis,Ohio
Harry Donovan,New Jersey
Harry Gallatin*,Illinois
Harthorne Wingo,North Carolina
Harvey Catchings,Mississippi
Harvey Grant,Georgia
Hasheem Thabeet,United Republic of Tanzania
Hassan Adams,California
Hassan Whiteside,North Carolina
Hawkeye Whitney,New York
Haywoode Workman,North Carolina
Hedo Turkoglu,Turkey
Henry Akin,Michigan
Henry Bibby,North Carolina
Henry Dickerson,West Virginia
Henry Ellenson,Wisconsin
Henry James,Alabama
Henry Sims,Maryland
Henry Ward,Mississippi
Herb Williams,Ohio
Herm Gilliam,North Carolina
Herm Hedderick,Pennsylvania
Herm Schaefer,Indiana
Hersey Hawkins,Illinois
Hilton Armstrong,New York
Hiram Fuller,Missouri
Hollis Copeland,New Jersey
Hollis Thompson,California
Hook Dillon,Georgia
Horace Grant,Georgia
Horace Jenkins,New Jersey
Horace Walker,Pennsylvania
Horacio Llamas,Mexico
Howard Carter,Louisiana
Howard Eisley,Michigan
Howard Komives,Ohio
Howard Nathan,Illinois
Howard Porter,Florida
Howard Wood,New York
Howard Wright,Kentucky
Howie Carl,Illinois
Howie Schultz,Minnesota
Howie Shannon,Kansas
Hub Reed,Oklahoma
Hubert Davis,North Carolina
Hutch Jones,New York
Ian Clark,Tennessee
Ian Lockhart,Bahamas
Ian Mahinmi,France
Ibo Kutluay,Turkey
Igor Rakocevic,Serbia
Ike Borsavage,Pennsylvania
Ike Diogu,New York
Iman Shumpert,Illinois
Ime Udoka,Oregon
Ira Bowman,New Jersey
Ira Newble,Michigan
Ira Terrell,Texas
Irv Kiffin,New York
Irving Thomas,New York
Isaac Austin,California
Isaac Fontaine,California
Isaac Walthour,New York
Isaiah Canaan,Mississippi
Isaiah Morris,Virginia
Isaiah Rider,California
Isaiah Taylor,California
Isaiah Thomas,Illinois
Isaiah Whitehead,New York
Isaiah Wilson,Pennsylvania
Ish Smith,North Carolina
Isiah Thomas*,Illinois
Ivan Johnson,Texas
Ivan McFarlin,Texas
Ivano Newbill,Missouri
Ivica Zubac,Bosnia and Herzegovina
Jabari Brown,California
Jabari Parker,Illinois
Jabari Smith,Georgia
Jack Coleman,Kentucky
Jack Cooley,Illinois
Jack Cotton,Montana
Jack Foley,Massachusetts
Jack George,Pennsylvania
Jack Givens,Kentucky
Jack Haley,California
Jack Marin,Pennsylvania
Jack McCloskey,Pennsylvania
Jack Molinas,New York
Jack Parkinson,Indiana
Jack Parr,Kentucky
Jack Phelan,Illinois
Jack Sikma,Illinois
Jack Smiley,Illinois
Jack Toomay,California
Jack Turner,Indiana
Jack Twyman*,Pennsylvania
Jackie Butler,Mississippi
Jackie Moore,Pennsylvania
Jackie Moreland,Louisiana
Jackie Ridgle,Arkansas
Jackie Robinson,California
Jackson Vroman,California
Jacky Dorsey,Georgia
Jacque Vaughn,California
Jae Crowder,Georgia
Jahidi White,Missouri
Jahlil Okafor,Illinois
JaJuan Johnson,Wyoming
JaKarr Sampson,California
Jake Bornheimer,New Jersey
Jake Layman,Massachusetts
Jake Tsakalidis,Georgia
Jake Voskuhl,Oklahoma
Jakob Poeltl,Austria
Jalen Rose,Michigan
Jamaal Franklin,California
Jamaal Magloire,Canada
Jamaal Tinsley,New York
Jamaal Wilkes*,California
Jamal Crawford,Washington
Jamal Mashburn,New York
Jamal Murray,Canada
Jamal Robinson,California
Jamal Sampson,California
Jamario Moon,Alabama
Jameer Nelson,Pennsylvania
Jamel Thomas,New York
James Anderson,Arkansas
James Augustine,Illinois
James Bailey,Georgia
James Blackwell,New York
James Collins,Florida
James Cotton,Montana
James Donaldson,United Kingdom
James Edwards,Washington
James Ennis,California
James Harden,California
James Hardy,Alabama
James Johnson,Wyoming
James Lang,Alabama
James Nunnally,California
James Phelan,Illinois
James Posey,Ohio
James Ray,Louisiana
James Robinson,California
James Scott,New Jersey
James Silas,Louisiana
James Singleton,Illinois
James Southerland,New York
James Thomas,New York
James White,Missouri
James Wilkes,California
James Worthy*,North Carolina
James Young,Michigan
JamesOn Curry,North Carolina
Jamie Feick,Ohio
Jamie Waller,Virginia
Jamie Watson,North Carolina
Jamison Brewer,Georgia
JaMychal Green,Alabama
Jan Vesely,Czech Republic
Jannero Pargo,Illinois
Jared Cunningham,California
Jared Dudley,California
Jared Jeffries,Indiana
Jared Reiner,South Dakota
Jared Sullinger,Ohio
Jarell Eddie,Florida
Jarell Martin,Louisiana
Jaren Jackson,Louisiana
Jarnell Stokes,Tennessee
Jarrett Jack,Maryland
Jarrod Uthoff,Iowa
Jarron Collins,Florida
Jarvis Hayes,Georgia
Jarvis Varnado,Virginia
Jason Caffey,Alabama
Jason Collier,Florida
Jason Collins,Florida
Jason Hart,California
Jason Kapono,California
Jason Kidd,California
Jason Lawson,Pennsylvania
Jason Maxiell,Illinois
Jason Miskiri,Guyana
Jason Richardson,Michigan
Jason Sasser,Texas
Jason Smith,Georgia
Jason Terry,Washington
Jason Thompson,New York
Jason Williams,South Carolina
JaVale McGee,Michigan
Javaris Crittenton,Georgia
Jawad Williams,South Carolina
Jawann Oldham,Illinois
Jay Arnette,Texas
Jay Edwards,Washington
Jay Guidinger,Wisconsin
Jay Humphries,California
Jay Miller,Missouri
Jay Murphy,Connecticut
Jay Taylor,Illinois
Jay Vincent,Michigan
Jay Williams,South Carolina
Jaylen Brown,California
Jayson Williams,South Carolina
Jeff Adrien,Massachusetts
Jeff Cook,California
Jeff Cross,Illinois
Jeff Foote,New York
Jeff Foster,Texas
Jeff Grayer,Michigan
Jeff Hornacek,Illinois
Jeff Judkins,Utah
Jeff Lamp,Minnesota
Jeff Lebo,Pennsylvania
Jeff Malone,Alabama
Jeff Martin,Arkansas
Jeff McInnis,North Carolina
Jeff Mullins,New York
Jeff Nordgaard,Minnesota
Jeff Ruland,New York
Jeff Sanders,Georgia
Jeff Taylor,Arkansas
Jeff Teague,Indiana
Jeff Trepagnier,California
Jeff Turner,Maine
Jeff Webster,Arkansas
Jeff Wilkins,Illinois
Jeff Withey,California
Jeffery Taylor,Arkansas
Jeffrey Sheppard,Georgia
Jelani McCoy,California
Jerald Honeycutt,Louisiana
Jerami Grant,Oregon
Jerel McNeal,Illinois
Jeremy Evans,Arkansas
Jeremy Lamb,Virginia
Jeremy Lin,California
Jeremy Pargo,Illinois
Jeremy Richardson,Pennsylvania
Jeremy Tyler,California
Jerian Grant,Oregon
Jermaine Jackson,Michigan
Jermaine O'Neal,South Carolina
Jermaine Taylor,Arkansas
Jermareo Davidson,Georgia
Jerome Allen,Pennsylvania
Jerome Anderson,West Virginia
Jerome Beasley,California
Jerome Dyson,Maryland
Jerome Harmon,Indiana
Jerome Henderson,California
Jerome James,Florida
Jerome Jordan,Jamaica
Jerome Kersey,Virginia
Jerome Lane,Ohio
Jerome Moiso,France
Jerome Whitehead,Illinois
Jerome Williams,District of Columbia
Jerrelle Benimon,Virginia
Jerrod Mustaf,North Carolina
Jerry Baskerville,Pennsylvania
Jerry Bird,Kentucky
Jerry Chambers,District of Columbia
Jerry Eaves,Kentucky
Jerry Fleishman,New York
Jerry Harkness,New York
Jerry Lucas*,Ohio
Jerry Nagel,Illinois
Jerry Reynolds,New York
Jerry Rullo,Pennsylvania
Jerry Sichting,Indiana
Jerry Sloan*,Illinois
Jerry Smith,Wisconsin
Jerry Stackhouse,North Carolina
Jerry West*,West Virginia
Jerryd Bayless,Arizona
Jeryl Sasser,Texas
Jesse Arnelle,New York
Jesse Branson,North Carolina
Jesse Dark,Virginia
Jim Ard,Illinois
Jim Baechtold,Pennsylvania
Jim Barnes,Arkansas
Jim Barnett,Arkansas
Jim Bostic,New York
Jim Brasco,New York
Jim Brewer,Illinois
Jim Brogan,Pennsylvania
Jim Browne,Illinois
Jim Caldwell,North Carolina
Jim Chones,Wisconsin
Jim Cleamons,North Carolina
Jim Creighton,Montana
Jim Davis,Indiana
Jim Eakins,California
Jim Farmer,Alabama
Jim Fox,Georgia
Jim Grandholm,Indiana
Jim Jackson,Ohio
Jim Johnstone,Connecticut
Jim King,Oklahoma
Jim Krebs,Missouri
Jim Lampley,Pennsylvania
Jim Les,Illinois
Jim Loscutoff,California
Jim McDaniels,Kentucky
Jim McElroy,Arkansas
Jim McIlvaine,Wisconsin
Jim McMillian,North Carolina
Jim Nolan,Georgia
Jim Owens,California
Jim Palmer,Virginia
Jim Paxson,Indiana
Jim Petersen,Minnesota
Jim Pollard*,California
Jim Price,Kentucky
Jim Rowinski,New York
Jim Seminoff,California
Jim Smith,Ohio
Jim Spanarkel,New Jersey
Jim Thomas,Florida
Jim Tucker,Kentucky
Jim Walsh,California
Jim Ware,Mississippi
Jim Washington,Pennsylvania
Jim Zoet,Canada
Jimmer Fredette,New York
Jimmy Butler,Texas
Jimmy Carruth,Texas
Jimmy Darrow,Ohio
Jimmy Jones,Louisiana
Jimmy King,Oklahoma
Jimmy Oliver,Arkansas
Jimmy Walker,Virginia
Jiri Welsch,Czech Republic
Joakim Noah,New York
Joao Vianna,Brazil
Jodie Meeks,Georgia
Joe Alexander,Taiwan
Joe Arlauckas,New York
Joe Barry,California
Joe Binion,New York
Joe Bradley,Oklahoma
Joe Bryant,Pennsylvania
Joe Caldwell,Texas
Joe Cooper,Texas
Joe Courtney,Mississippi
Joe Crawford,Michigan
Joe Crispin,New Jersey
Joe Dumars*,Louisiana
Joe Fulks*,Kentucky
Joe Harris,Washington
Joe Hassett,Rhode Island
Joe Ingles,Australia
Joe Johnson,Mississippi
Joe Kleine,Colorado
Joe Kopicki,Michigan
Joe Meriweather,Alabama
Joe Mullaney,New York
Joe Pace,New Jersey
Joe Ruklick,Illinois
Joe Smith,Mississippi
Joe Stephens,California
Joe Strawder,Florida
Joe Thomas,Georgia
Joe Wolf,Wisconsin
Joe Young,Texas
Joel Anthony,Canada
Joel Bolomboy,Ukraine
Joel Embiid,Cameroon
Joel Freeland,United Kingdom
Joel Kramer,California
Joel Przybilla,Minnesota
Joey Dorsey,Maryland
Joey Graham,Delaware
Joffrey Lauvergne,France
Johan Petro,France
John Amaechi,Massachusetts
John Bagley,Connecticut
John Barnhill,Kentucky
John Battle,District of Columbia
John Block,California
John Brisker,Michigan
John Brown,Germany
John Celestand,Texas
John Coker,Washington
John Coughran,California
John Crotty,New Jersey
John Douglas,Alabama
John Drew,Alabama
John Duren,District of Columbia
John Edwards,Ohio
John Fairchild,California
John Garris,Connecticut
John Gianelli,California
John Greig,California
John Hargis,Texas
John Havlicek*,Ohio
John Henson,North Carolina
John Hummer,District of Columbia
John Jenkins,Tennessee
John Johnson,Mississippi
John Kuester,Virginia
John Lambert,California
John Laskowski,Indiana
John Logan,Indiana
John Long,Michigan
John Lucas,North Carolina
John Mahnken,New Jersey
John Mandic,California
John McConathy,Louisiana
John McCullough,Ohio
John Mengelt,Wisconsin
John Morton,New York
John Oldham,Kentucky
John Olive,Pennsylvania
John Paxson,Ohio
John Pilch,Wyoming
John Pinone,Connecticut
John Roche,New York
John Rudd,Louisiana
John Rudometkin,California
John Salley,New York
John Salmons,Pennsylvania
John Schweitz,New York
John Shasky,Michigan
John Shumate,South Carolina
John Starks,Oklahoma
John Stockton*,Washington
John Stroeder,Washington
John Stroud,Mississippi
John Thomas,Georgia
John Thompson*,District of Columbia
John Trapp,Michigan
John Tschogl,California
John Turner,District of Columbia
John Wall,North Carolina
John Wallace,New York
John Warren,Georgia
John Wetzel,Virginia
John Williams,Connecticut
John Williamson,Connecticut
Johnny Austin,District of Columbia
Johnny Baum,Pennsylvania
Johnny Cox,Kentucky
Johnny Davis,Michigan
Johnny Dawkins,District of Columbia
Johnny Egan,Connecticut
Johnny Ezersky,New York
Johnny Green,Ohio
Johnny High,Alabama
Johnny Jones,District of Columbia
Johnny Moore,Pennsylvania
Johnny Neumann,Tennessee
Johnny Newman,Virginia
Johnny Norlander,Minnesota
Johnny O'Bryant,Mississippi
Johnny Orr,Kansas
Johnny Rogers,California
Johnny Taylor,Tennessee
Jon Barry,California
Jon Brockman,Washington
Jon Koncak,Iowa
Jon Leuer,Minnesota
Jon McGlocklin,Indiana
Jon Sundvold,South Dakota
Jonas Jerebko,Sweden
Jonas Valanciunas,Lithuania
Jonathan Bender,Mississippi
Jonathan Gibson,California
Jonathan Kerner,Georgia
Jonathon Simmons,Alabama
Jonny Flynn,New York
Jordan Adams,Georgia
Jordan Clarkson,Florida
Jordan Crawford,Michigan
Jordan Farmar,California
Jordan Hamilton,Kentucky
Jordan Hill,Georgia
Jordan McRae,Georgia
Jordan Mickey,Texas
Jordan Williams,Connecticut
Jorge Garbajosa,Spain
Jorge Gutierrez,Mexico
Jose Calderon,Spain
Jose Ortiz,Puerto Rico
Jose Slaughter,California
Joseph Forte,Georgia
Josh Akognon,California
Josh Boone,Maryland
Josh Childress,California
Josh Davis,Michigan
Josh Grant,Utah
Josh Harrellson,Missouri
Josh Howard,North Carolina
Josh Huestis,Texas
Josh McRoberts,Indiana
Josh Powell,South Carolina
Josh Richardson,Oklahoma
Josh Selby,Maryland
Josh Smith,Mississippi
Jrue Holiday,California
Juan Dixon,Maryland
Juan Hernangomez,Spain
Juaquin Hawkins,California
Jud Buechler,California
Julian Wright,Illinois
Julius Erving*,New York
Julius Hodge,New York
Julius Nwosu,Nigeria
Julius Randle,Texas
Julyan Stone,Virginia
Jumaine Jones,Florida
Junior Bridgeman,Indiana
Junior Burrough,North Carolina
Junior Harrington,North Carolina
Justin Anderson,Virginia
Justin Dentmon,Illinois
Justin Hamilton,California
Justin Harper,Virginia
Justin Holiday,California
Justin Reed,Mississippi
Justin Williams,Illinois
Justise Winslow,Texas
Jusuf Nurkic,Bosnia and Herzegovina
Juwan Howard,Illinois
Kalin Lucas,Michigan
Kaniel Dickens,Colorado
Kannard Johnson,Ohio
Kareem Abdul-Jabbar*,New York
Kareem Rush,Missouri
Karl Malone*,Louisiana
Karl-Anthony Towns,New Jersey
Kasib Powell,New Jersey
Kawhi Leonard,California
Kay Felder,Michigan
Kebu Stewart,New York
Kedrick Brown,Louisiana
Keith Appling,Michigan
Keith Askins,Alabama
Keith Benson,Indiana
Keith Bogans,Virginia
Keith Booth,Maryland
Keith Closs,Connecticut
Keith Edmonson,Mississippi
Keith Erickson,California
Keith Herron,Tennessee
Keith Jennings,Virginia
Keith Langford,Texas
Keith Lee,Arkansas
Keith McCord,Alabama
Keith McLeod,Ohio
Keith Owens,California
Keith Smart,Louisiana
Keith Smith,New York
Keith Starr,Pennsylvania
Keith Tower,Montana
Kelenna Azubuike,United Kingdom
Kelly McCarty,Illinois
Kelly Olynyk,Canada
Kelly Oubre,Louisiana
Kelly Tripucka,New Jersey
Kelvin Cato,Georgia
Kelvin Ransey,Ohio
Kelvin Upshaw,Illinois
Kemba Walker,Georgia
Ken Austin,California
Ken Bannister,Maryland
Ken Boyd,Maryland
Ken Durrett,Pennsylvania
Ken Green,Georgia
Ken Johnson,Alabama
Ken Mayfield,Illinois
Ken Norman,Illinois
Ken Wilburn,Michigan
Kendall Gill,Illinois
Kendall Marshall,Virginia
Kendrick Perkins,Texas
Kennard Winchester,Maryland
Kenneth Faried,New Jersey
Kenny Anderson,New York
Kenny Battle,Illinois
Kenny Carr,District of Columbia
Kenny Dennard,North Carolina
Kenny Fields,Iowa
Kenny Gattison,North Carolina
Kenny Green,Georgia
Kenny Higgs,Kentucky
Kenny McIntosh,Michigan
Kenny Natt,Louisiana
Kenny Payne,Mississippi
Kenny Rollins,Missouri
Kenny Sailors,Nebraska
Kenny Satterfield,New York
Kenny Sears,California
Kenny Smith,New York
Kenny Thomas,Georgia
Kenny Walker,Georgia
Kenny Williams,New York
Kent Bazemore,North Carolina
Kent Benson,Indiana
Kentavious Caldwell-Pope,Georgia
Kenton Edelin,Germany
Kenyon Martin,Michigan
Keon Clark,Illinois
Kermit Washington,District of Columbia
Kerry Kittles,Ohio
Kevin Brooks,South Carolina
Kevin Burleson,Washington
Kevin Duckworth,Illinois
Kevin Durant,District of Columbia
Kevin Edwards,Ohio
Kevin Gamble,Illinois
Kevin Garnett,South Carolina
Kevin Grevey,Ohio
Kevin Henderson,Maryland
Kevin Johnson,Alabama
Kevin Jones,New York
Kevin Kunnert,Iowa
Kevin Loder,Michigan
Kevin Loughery,New York
Kevin Love,California
Kevin Lynch,Minnesota
Kevin Martin,Michigan
Kevin McHale*,Minnesota
Kevin McKenna,Minnesota
Kevin Murphy,Georgia
Kevin Ollie,Texas
Kevin O'Shea,California
Kevin Porter,Illinois
Kevin Pritchard,Indiana
Kevin Restani,California
Kevin Salvadori,West Virginia
Kevin Seraphin,French Guiana
Kevin Stacom,New York
Kevin Thompson,North Carolina
Kevin Williams,New York
Kevin Willis,New York
Kevinn Pinkney,California
Kevon Looney,Wisconsin
Keyon Dooling,Florida
Khalid El-Amin,Minnesota
Khalid Reeves,New York
Khris Middleton,South Carolina
Kiki Vandeweghe,Germany
Kim Anderson,Missouri
Kim English,Maryland
Kim Hughes,Illinois
Kirk Haston,Tennessee
Kirk Hinrich,Iowa
Kirk Penney,New Zealand
Kirk Snyder,California
Kiwane Garris,Illinois
Klay Thompson,California
Kleggie Hermsen,Minnesota
Kobe Bryant,Pennsylvania
Korleone Young,Kansas
Kosta Koufos,Ohio
Kosta Perovic,Croatia
Kostas Papanikolaou,Greece
Kris Dunn,Connecticut
Kris Humphries,Minnesota
Kris Joseph,Canada
Kristaps Porzingis,Latvia
Kurk Lee,Maryland
Kurt Nimphius,Wisconsin
Kurt Rambis,California
Kurt Thomas,Texas
Kwame Brown,South Carolina
Kyle Anderson,New York
Kyle Korver,California
Kyle Lowry,Pennsylvania
Kyle Macy,Indiana
Kyle O'Quinn,New York
Kyle Singler,Oregon
Kyle Weaver,Wisconsin
Kyle Wiltjer,Oregon
Kyrie Irving,Australia
Kyrylo Fesenko,Ukraine
LaBradford Smith,Mississippi
Lamar Green,Alabama
Lamar Odom,New York
Lamar Patterson,Pennsylvania
LaMarcus Aldridge,Texas
LaMark Baker,Ohio
Lamond Murray,California
Lamont Strothers,Virginia
Lanard Copeland,Georgia
Lancaster Gordon,Mississippi
Lance Allred,Utah
Lance Blanks,Texas
Lance Stephenson,New York
Lance Thomas,New York
Landry Fields,California
Langston Galloway,Louisiana
LaPhonso Ellis,Illinois
Lari Ketner,Pennsylvania
Laron Profit,South Carolina
Larry Bird*,Indiana
Larry Cannon,Pennsylvania
Larry Costello,New York
Larry Demic,Indiana
Larry Drew,Kansas
Larry Fogle,New York
Larry Foust,Ohio
Larry Friend,Illinois
Larry Hughes,Missouri
Larry Johnson,Kentucky
Larry Jones,Ohio
Larry Kenon,Alabama
Larry Krystkowiak,Montana
Larry McNeill,North Carolina
Larry Micheaux,Texas
Larry Moffett,Alabama
Larry Nance,South Carolina
Larry Owens,Arizona
Larry Robinson,Louisiana
Larry Sanders,Florida
Larry Siegfried,Ohio
Larry Smith,Mississippi
Larry Spriggs,Maryland
Larry Steele,Indiana
Larry Stewart,Pennsylvania
Larry Sykes,Ohio
Larry Wright,Louisiana
Lars Hansen,Denmark
LaRue Martin,Illinois
LaSalle Thompson,Ohio
Latrell Sprewell,Wisconsin
Lavor Postell,Georgia
Lavoy Allen,Pennsylvania
Lawrence Boston,Ohio
Lawrence Funderburke,Ohio
Lawrence Moten,District of Columbia
Lawrence Roberts,Texas
Lazar Hayward,New York
Lazaro Borrell,Cuba
Leandro Barbosa,Brazil
LeBron James,Ohio
Ledell Eackles,Louisiana
Lee Johnson,Arkansas
Lee Knorek,Poland
Lee Mayberry,Oklahoma
Lee Nailon,Indiana
Lee Shaffer,Illinois
Lee Winfield,Missouri
Len Chappell,Pennsylvania
Len Elmore,New York
Len Kosmalski,Ohio
Lennie Rosenbluth,New York
Lenny Wilkens*,New York
Leo Klier,Indiana
Leo Rautins,Canada
Leon Benbow,South Carolina
Leon Douglas,Alabama
Leon Powe,California
Leon Smith,Illinois
Leon Wood,South Carolina
Leonard Gray,Kansas
Leonard Taylor,California
LeRon Ellis,New York
Leroy Chollet,Louisiana
Leroy Combs,Oklahoma
Leroy Ellis,New York
Les Hunter,Tennessee
Les Jepsen,North Dakota
Lester Conner,Tennessee
Lester Hudson,Tennessee
Lew Hitch,Illinois
Lewis Lloyd,Pennsylvania
Linas Kleiza,Lithuania
Lindsay Hairston,Michigan
Lindsey Hunter,Mississippi
Linton Johnson,Illinois
Linton Townes,Virginia
Lionel Chalmers,New York
Lionel Hollins,Kansas
Lionel Simmons,Pennsylvania
Litterial Green,Mississippi
Lloyd Daniels,New York
Lloyd Neal,Georgia
Lloyd Walton,Illinois
